Time,high_height_jump_1_left_shoulder_angle,high_height_jump_1_left_shoulder_angle_v,high_height_jump_1_left_shoulder_angle_a,high_height_jump_1_left_elbow_angle,high_height_jump_1_left_elbow_angle_v,high_height_jump_1_left_elbow_angle_a,high_height_jump_1_left_wrist_angle,high_height_jump_1_left_wrist_angle_v,high_height_jump_1_left_wrist_angle_a,high_height_jump_1_left_hip_angle,high_height_jump_1_left_hip_angle_v,high_height_jump_1_left_hip_angle_a,high_height_jump_1_left_knee_angle,high_height_jump_1_left_knee_angle_v,high_height_jump_1_left_knee_angle_a,high_height_jump_1_left_ankle_angle,high_height_jump_1_left_ankle_angle_v,high_height_jump_1_left_ankle_angle_a,high_height_jump_1_right_shoulder_angle,high_height_jump_1_right_shoulder_angle_v,high_height_jump_1_right_shoulder_angle_a,high_height_jump_1_right_elbow_angle,high_height_jump_1_right_elbow_angle_v,high_height_jump_1_right_elbow_angle_a,high_height_jump_1_right_wrist_angle,high_height_jump_1_right_wrist_angle_v,high_height_jump_1_right_wrist_angle_a,high_height_jump_1_right_hip_angle,high_height_jump_1_right_hip_angle_v,high_height_jump_1_right_hip_angle_a,high_height_jump_1_right_knee_angle,high_height_jump_1_right_knee_angle_v,high_height_jump_1_right_knee_angle_a,high_height_jump_1_right_ankle_angle,high_height_jump_1_right_ankle_angle_v,high_height_jump_1_right_ankle_angle_a,high_height_jump_1_temple_spine_angle,high_height_jump_1_temple_spine_angle_v,high_height_jump_1_temple_spine_angle_a,high_height_jump_1_spine_angle,high_height_jump_1_spine_angle_v,high_height_jump_1_spine_angle_a,high_height_jump_1_spine_tail_angle,high_height_jump_1_spine_tail_angle_v,high_height_jump_1_spine_tail_angle_a,NeckAng,SpineAng,TailAng
2.858333,83.43669128,32.40463638,4668.96728516,52.6500473,348.81259155,969.17401123,106.30298615,131.28266907,-16839.03515625,74.25856781,-293.38189697,1760.00500488,35.88864517,-444.26074219,17914.18945313,68.68468475,-858.66259766,22555.00585938,77.00404358,-148.84469604,7075.31933594,44.6544342,226.85812378,6511.74414063,107.7989502,-621.45513916,3111.34033203,61.04262924,-56.17576981,8752.625,48.57925034,-51.64612198,8885.69140625,55.89317703,-478.52029419,20710.36914063,139.77980042,238.15232849,396.20013428,169.3934021,22.64068794,-3533.6862793,128.45101929,-216.44792175,-2942.59082031,13.2222412674976,9.93922166259469,11.397712273307
2.866667,85.70877075,64.60358429,95.79444885,57.02680206,358.34066772,-705.04370117,106.45155334,-42.76893997,-15765.84375,70.67346191,-205.16618347,4521.51464844,31.29750824,-243.58265686,16479,58.86643982,-580.26531982,27765.58789063,76.02097321,-108.47100067,6039.68408203,46.95434189,291.93505859,5147.03759766,107.63769531,-566.45361328,3717.67602539,63.07165527,-30.23121262,4804.69628906,50.15202332,-10.96515751,4714.90722656,52.52405167,-243.03881836,22201.60742188,141.7857666,218.88078308,-1020.26330566,169.65658569,-3.61236596,-6559.65576172,126.07878876,-284.53118896,-1747.72045898,12.6528024103331,10.1478428839555,11.9591441461081
2.875,84.74434662,28.88763618,-1939.19128418,59.49700546,336.32199097,-1148.81970215,103.15117645,-154.52722168,-13270.40332031,68.10347748,-143.90542603,7028.92578125,30.0953064,-137.0319519,13493.65234375,57.80727386,-325.89401245,24939.26757813,76.04760742,-40.15617752,4609.33935547,50.21385193,338.78665161,3837.15698242,104.11032104,-446.18655396,4543.97851563,62.93227005,-37.06604385,3320.1862793,50.12543869,-15.26825142,2359.79711914,52.56548309,-71.50074768,19950.47460938,143.55314636,191.91194153,-1575.11303711,169.81375122,-82.68448639,-7801.90673828,122.68556213,-323.48553467,1235.36254883,12.0410983482562,10.6199964640146,12.7751358929471
2.883333,82.71322632,-46.49277115,-2394.7668457,61.38391876,307.44558716,-808.97253418,102.32511139,-229.4954071,-10148.56054688,68.68473816,-102.88185883,6708.16992188,31.40054512,-63.40126801,8928.3828125,59.53084183,-88.3937912,17610.06445313,75.64444733,14.23744297,3989.15966797,53.57302856,352.85357666,2504.82470703,99.40231323,-407.26849365,6846.12060547,63.07996368,-47.01683426,4551.36083984,49.66531754,-21.70833778,1761.64624023,54.22721481,88.37391663,15717.16992188,145.03419495,169.68202209,-1211.88574219,169.2819519,-188.40318298,-7824.17822266,119.82823944,-284.27331543,5204.37402344,11.3590632900924,11.1098386020876,13.4708395598577
2.891666,82.39923096,-85.0557785,-2231.44824219,63.53744125,287.91854858,-189.70185852,99.67847443,-302.88308716,-7807.02880859,69.65756226,-51.30997086,5631.23046875,32.80532837,-0.10629655,6502.86669922,60.68003464,41.44783401,11448.11523438,76.03411865,25.20355415,3080.63745117,56.97100449,355.58044434,1203.70275879,93.96002197,-440.28781128,7283.43603516,59.40921021,1.3655473,7480.26904297,48.10710526,-7.01927233,2458.15869141,55.45069122,195.61975098,12728.8203125,145.88572693,159.11897278,-90.51880646,166.88766479,-260.08166504,-5135.90771484,116.68078613,-196.76904297,8719.83398438,11.1591917975912,12.3733588173117,14.0889631820687
2.9,83.17610168,-55.16609573,-213.37606812,66.12719727,309.80703735,778.08782959,99.16307831,-354.40097046,-5653.30322266,69.02981567,9.28978062,6403.47119141,31.23341942,24.62724876,6699.15917969,59.64479065,24.93683052,7591.53271484,76.47704315,25.42511177,1533.32739258,59.04444122,360.33178711,684.90881348,91.46396637,-380.85772705,7162.6875,59.99781799,92.18510437,10044.8046875,47.99396896,28.50700569,2897.81054688,56.40498352,264.92797852,10983.96289063,147.53860474,179.27339172,1645.70227051,163.6971283,-305.98086548,398.02828979,115.57434845,-82.38266754,10513.44824219,10.6851144678252,13.7476998369717,14.4103229978942
2.908333,82.51580811,-35.3781929,3353.17504883,69.31256104,334.69915771,1838.49841309,94.57485199,-410.03048706,-2067.70654297,67.41990662,41.7440834,7658.91308594,30.4464817,55.57598495,6129.90673828,59.15855789,12.26493931,6435.65771484,77.24162292,46.88110733,759.35931396,61.80226898,368.63223267,601.8012085,89.2990036,-254.95539856,9659.51953125,60.87830734,222.18644714,10501.05175781,49.17288208,71.65150452,1495.2322998,58.7329216,335.11569214,9872.66503906,148.33738708,187.16340637,3440.41699219,160.02076721,-292.03448486,5837.56201172,115.92904663,9.21348667,10408.24023438,10.1649443142807,14.703703799377,14.3390769287358
2.916667,81.61178589,-34.09996414,5664.33642578,71.66300964,348.4045105,2080.27758789,90.03361511,-438.62011719,2526.67602539,67.15525818,97.10732269,6883.49755859,30.51750374,135.29199219,4471.56298828,59.26259232,65.40047455,9152.50292969,76.77710724,55.34698868,1168.86682129,65.00186157,371.3840332,155.68055725,86.72818756,-155.39651489,12745.95605469,65.82279205,329.61624146,9172.92382813,50.77828979,103.70457458,-574.83392334,62.17973328,426.83377075,10183.38183594,150.59700012,223.83988953,4481.03857422,158.19233704,-188.10121155,9844.26464844,116.77347565,87.69516754,9124.9375,9.34759855094782,15.3198245627258,14.2719165496732
2.925,81.22301483,16.01646614,6179.19140625,75.10993195,360.3890686,1013.45135498,85.94660187,-399.77938843,8831.73828125,70.15583801,194.29269409,4856.20410156,33.10704803,216.65600586,2450.17260742,60.07890701,190.72312927,13395.015625,77.22074127,55.63599014,2037.82421875,68.84430695,382.59069824,-425.73062134,85.83541107,-73.56598663,14039.66796875,68.32224274,398.18762207,8220.88671875,51.47621536,80.18585968,-1656.453125,66.66732788,515.93890381,10435.02246094,152.88389587,275.29437256,4607.93554688,156.21769714,-48.70026016,12511.66210938,118.65692902,156.22254944,7845.40283203,8.5544816279501,15.4301910467198,13.736701215836
2.933333,80.81587982,118.26546478,6369.06933594,77.59223938,377.69885254,-514.37719727,82.28279877,-289.60794067,16722.97265625,71.92584991,267.35583496,3928.55224609,36.24353409,217.8243103,-134.03764343,61.94320679,346.03137207,15497.9609375,78.24147797,61.49979401,3516.96655273,72.37200928,372.77111816,-291.84512329,86.08409882,38.3180275,15287.8359375,72.43962097,409.7539978,7836.03173828,52.07891846,7.52807713,-1793.42211914,71.15856171,606.78192139,8982.25878906,153.95184326,330.76785278,3264.74926758,156.71485901,69.32907867,12510.50683594,118.43804169,214.49868774,6586.02197266,8.04512912111129,14.7747019591597,13.7896084437321
2.941666,82.48299408,192.04751587,5015.16503906,81.0772171,377.54238892,-2253.06835938,80.87657928,-135.51660156,21868.05859375,75.28152466,249.70385742,3367.2590332,39.03620529,173.2653656,-2077.36230469,64.73551941,501.7170105,14245.2578125,78.79251099,94.1057663,5437.55615234,74.64633942,355.32818604,397.21102905,86.22425842,184.75053406,17570.33984375,73.92285919,450.1288147,7015.54394531,51.99440765,-22.99102974,-646.88568115,76.26889801,701.35217285,6665.05029297,158.32394409,367.96588135,524.6362915,158.67674255,164.45115662,9460.62695313,120.98119354,264.66241455,4214.11914063,6.90592513639273,13.156051458251,13.6523257197448
2.95,85.1207962,223.68844604,1224.20166016,84.41808319,344.22589111,-4195.140625,80.48839569,122.03134155,22286.77539063,77.03527069,216.38070679,3038.27905273,39.78105545,105.71881104,-1541.05786133,70.38754272,626.44268799,10164.86230469,79.65158844,155.88754272,6638.83837891,77.85935974,346.36523438,1020.40509033,88.75485229,347.86395264,19126.57226563,79.51622009,554.84545898,5540.8984375,51.3155365,-1.48052227,2261.41821289,81.87854767,748.96496582,4570.80126953,160.52801514,363.4225769,-1975.86230469,160.78327942,245.02993774,5243.85302734,123.40190887,314.43856812,1887.50720215,6.09870887317329,11.7736815339651,13.2064621027322
2.958333,88.56983185,216.94512939,-2478.34423828,87.80252838,292.73226929,-5575.70214844,80.7084198,388.8598938,20032.86523438,78.81018829,255.69392395,4626.64013672,38.71278763,83.74203491,955.70135498,76.87574005,700.01647949,4980.0078125,79.82970428,243.94839478,7055.05371094,79.91803741,376.16503906,1729.24023438,90.89989471,525.15753174,18751.4140625,81.63943481,645.00396729,3370.49316406,49.71506882,44.97307205,5035.49511719,89.56941223,750.07507324,1720.36450195,165.71568298,302.88531494,-3830.74462891,162.9105835,279.13256836,1230.6229248,127.06295776,319.6177063,788.659729,4.55528829469732,10.1348582471726,12.7249870818
2.966666,89.72459412,155.05082703,-3808.85058594,90.02549744,226.82397461,-5244.29003906,85.15556335,536.64477539,15156.47558594,79.1182785,322.16564941,7044.27392578,39.1010704,125.18647766,3497.92724609,83.86728668,706.52032471,370.09890747,82.39305878,311.72702026,5724.20996094,83.66960144,411.11508179,2050.56567383,97.30896759,700.52185059,16002.25195313,90.70222473,658.55566406,-969.2789917,51.26758957,105.35004425,5862.17480469,97.15969849,748.01904297,-1331.16040039,167.88005066,241.35943604,-5001.37646484,164.93917847,255.70239258,-1962.64001465,130.33682251,276.20013428,-11.30645847,3.67489504457543,8.84899983951092,12.7334396892753
2.975,90.40460205,82.17263031,-3355.73535156,91.1010437,170.04579163,-3138.86328125,93.31416321,591.6305542,7954.703125,81.78015137,414.30682373,6834.23632813,39.60139465,205.22619629,4708.15234375,89.66612244,662.11639404,-2295.27783203,86.35327911,346.56314087,2204.65673828,86.8412323,429.57012939,1652.97070313,103.76981354,832.82293701,10784.72851563,96.11380768,599.61248779,-6222.609375,52.52877426,169.13168335,5415.22265625,102.51118469,747.65771484,-2487.89331055,168.58206177,207.96281433,-6230.54248047,167.80465698,203.40730286,-3270.76977539,132.41934204,265.51425171,196.24452209,3.24119475008607,7.16947141384136,12.6106490887198
2.983333,90.31271362,49.49219131,-1490.7689209,91.79542542,142.25793457,-210.60762024,100.86864471,617.2557373,3123.27661133,87.15353394,495.74575806,3574.69726563,43.44471741,266.87097168,3587.87719727,94.47997284,607.84680176,-2584.56396484,90.78523254,374.16638184,-695.21948242,91.60908508,437.60784912,1214.68847656,112.23526764,921.06201172,4534.15673828,103.06253815,515.87835693,-9672.37695313,55.48661041,212.40591431,4443.89990234,107.31163025,703.39990234,-2607.43188477,168.87820435,179.67088318,-7748.54638672,170.12286377,144.65699768,-2779.10253906,133.10087585,285.93875122,2314.81518555,3.03602139823981,5.79682918066438,12.5478840850031
2.991667,90.07574463,73.28911591,1304.53173828,92.72556305,165.07897949,2583.64916992,104.0136261,607.2510376,3197.32080078,92.3102951,526.13928223,-1178.76135254,46.28054428,286.38980103,1418.44726563,98.86243439,576.14666748,-1141.33679199,93.23643494,328.13800049,-598.29748535,94.97558594,426.7727356,1500.24584961,120.57952118,913.78393555,-384.99697876,104.33143616,398.48873901,-9760.11816406,56.63195801,234.61149597,3601.15063477,113.11598206,657.16546631,-3921.49633789,170.38006592,135.02870178,-8971.40136719,170.24710083,125.30366516,-1370.82775879,134.62013245,306.17541504,4094.49169922,2.72530890612118,5.20766307717267,12.1922058295132
3,90.94859314,106.78009796,3066.62866211,94.06182098,221.51048279,4445.97021484,105.97553253,595.32775879,5110.33251953,97.90222931,477.20858765,-6204.39746094,49.11763382,267.31338501,-7.49359179,103.42776489,589.71807861,641.60650635,94.89724731,262.95733643,134.58680725,98.44415283,432.89379883,1283.96740723,127.80313873,845.14770508,-3768.20336914,106.37166595,305.53347778,-7726.57666016,58.25063705,252.70495605,3307.39941406,120.16812897,646.51855469,-5858.84570313,173.24963379,9.55535984,-9589.20703125,170.3387146,149.73146057,862.55487061,138.347229,365.34732056,3471.7565918,2.12277076916899,5.04103347662581,11.6912566912948
3.008333,92.14427948,151.52276611,2910.34301758,96.2519989,278.95944214,4817.58789063,110.89439392,648.33502197,6238.89111328,100.66231537,377.91699219,-9212.99023438,50.40997314,227.20132446,3.01879907,108.25322723,623.8682251,1203.42358398,97.68550873,268.15438843,-15.26397896,101.41801453,462.30358887,-161.63606262,135.98216248,773.21740723,-5573.69482422,108.58823395,233.32032776,-5631.48291016,60.17346573,269.10928345,3138.68652344,125.14133453,622.42736816,-7122.95898438,175.04653931,-107.14157867,-9084.2421875,170.03308105,166.98930359,1683.02197266,142.97709656,419.06634521,1954.81005859,1.82046935378311,4.73331252652833,10.8759332913886
3.016666,94.29261017,182.10450745,1980.828125,99.06526947,320.8923645,3749.51196289,118.20262909,771.878479,6100.99951172,103.08502197,258.06246948,-9392.07617188,51.66269302,229.71879578,1164.0612793,113.83383179,654.03900146,-476.27383423,98.20491028,349.97714233,-471.71908569,104.8428421,497.23980713,-1734.81030273,140.44952393,748.62145996,-5655.61621094,111.68755341,239.21792603,-3939.77929688,63.09938049,311.52746582,2596.99755859,129.63664246,539.13269043,-9014.12988281,171.7978363,-182.18736267,-5586.32470703,173.66612244,185.88502502,-732.18267822,145.70309448,436.54238892,-131.13191223,2.02242364256395,3.33177632399444,9.05443542999554
3.025,95.44314575,182.21810913,1129.23950195,102.33161163,342.52941895,2091.26269531,126.36737823,855.69268799,3969.13867188,104.93412018,160.16191101,-7708.24121094,53.43630219,259.62753296,2845.18359375,119.73020935,653.70581055,-3909.82495117,101.65735626,373.19628906,-1852.30407715,109.94667053,462.76370239,-4544.47021484,145.9103241,713.02606201,-4531.99365234,113.3044281,235.99694824,-2258.10253906,65.98062897,347.184021,1907.93347168,133.8800354,428.88668823,-11937.48925781,166.50602722,-211.85700989,367.07058716,176.73040771,215.82444763,-2932.06665039,150.19754028,390.22372437,-4012.05786133,3.03561315739161,1.76042100030498,7.28853714230427
3.033333,97.39506531,172.10778809,157.53297424,105.2466507,347.78515625,413.80862427,133.3212738,871.18792725,-1317.9822998,105.75996399,129.78791809,-5063.59130859,55.68513489,308.86566162,3753.18383789,125.54314423,602.46777344,-7566.88476563,105.53175354,321.52523804,-7140.69677734,115.15462494,383.37765503,-7405.69287109,151.81584167,679.52722168,-5708.34423828,114.38767242,205.07989502,-1401.69689941,68.82584381,357.37005615,875.97021484,137.73200989,330.91418457,-14055.42675781,164.34150696,-193.61390686,4783.99169922,177.57069397,158.25608826,-4200.32080078,151.96893311,354.62283325,-7921.42773438,3.47116906028569,1.32873960360649,5.95262740141186
3.041667,98.44787598,172.48880005,149.63578796,108.01892853,342.71389771,-913.05883789,140.56408691,812.25042725,-6875.90136719,106.25055695,116.40068817,-2457.9921875,59.22888565,347.93988037,3175.27563477,130.84269714,501.34274292,-10924.43652344,111.1403656,214.09524536,-14934.06640625,118.90710449,318.3671875,-7884.29833984,158.89486694,620.14910889,-9816.52734375,116.2248764,168.63824463,-2157.38427734,71.94081116,343.72357178,-831.9574585,140.1199646,211.1688385,-14392.8828125,164.72956848,-99.36722565,5616.64013672,178.50041199,54.58237076,-6547.22753906,156.64878845,286.04098511,-9636.54882813,3.35170874614893,1.02124558375251,5.28362031426322
3.05,99.69156647,180.07447815,1378.83544922,110.61702728,331.29946899,-1719.53723145,146.7303009,725.4140625,-9722.27050781,106.43665314,109.42368317,-1466.91967773,62.16986084,374.131073,1787.48461914,134.65304565,381.76464844,-13674.41015625,111.59368134,116.66016388,-17759.26953125,118.95441437,199.10180664,-8679.14648438,164.29214478,594.27557373,-10520.76855469,118.10401154,170.96231079,-2555.73071289,75.10411072,332.27261353,-2281.34521484,140.98204041,72.79709625,-13615.90917969,166.60188293,14.59182835,5156.75878906,178.88023376,26.53701973,-6561.52001953,157.16215515,164.33473206,-10273.35546875,NaN,0.669132139277939,4.67776911236487
3.058333,101.18999481,178.48840332,2297.20532227,113.53422546,307.35879517,-2472.64941406,154.0198822,581.38494873,-10939.42480469,108.41324615,103.42552948,-1905.85009766,65.54240417,377.54400635,431.64187622,137.00364685,269.28088379,-14822.34082031,110.36992645,-119.75327301,-23486.33007813,119.2771225,168.77061462,-6190.31005859,168.51100159,421.29367065,-15863.99121094,119.21587372,166.90530396,-2063.02807617,77.65919495,314.07495117,-2947.33007813,141.12509155,-60.72937775,-11812.89355469,165.0118866,52.59567642,3666.2824707,177.49201965,-30.24307632,-2699.45458984,160.64839172,55.85937881,-11303.95996094,NaN,1.27794860997582,3.53594894516984
3.066666,103.00289917,212.29219055,2184.44897461,116.31973267,286.06576538,-3499.06811523,157.75682068,503.86083984,-11034.76269531,109.41001129,90.8534317,-2152.61694336,68.36938477,365.69491577,-349.54837036,138.06907654,137.49330139,-14081.05175781,107.16402435,-356.16671753,-29213.390625,121.58935547,138.43942261,-3701.47363281,169.65538025,248.31176758,-21207.21484375,120.22002411,131.04615784,-2506.23852539,80.03871155,278.15545654,-3651.39111328,139.77485657,-154.4967804,-8771.359375,165.21859741,0.68573004,171.16275024,178.15190125,-84.92905426,-703.22302246,158.49697876,-17.65869331,-10165.97949219,NaN,2.00813920677053,2.93584277797489
3.075,104.8032608,253.94465637,1581.9744873,118.72393036,261.9937439,-4317.41113281,161.80731201,435.78341675,-9418.24609375,110.41437531,59.65889359,-1780.83349609,71.64471436,351.54812622,-885.69769287,139.0327301,-0.00656128,-12557.40527344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,121.66001892,105.28549957,-4623.5859375,82.35897064,244.81944275,-4824.29003906,137.98922729,-205.73442078,-5408.66796875,165.95581055,7.61367893,-1889.44909668,178.16429138,-45.84961319,-275.75045776,157.47573853,-92.32956696,-5203.99414063,NaN,2.19025710753249,2.90059071770585
3.083333,106.28896332,270.0637207,561.25048828,120.15776825,220.23141479,-3608.48999023,161.16825867,353.22406006,-6910.57666016,110.12244415,28.4350605,-1104.83740234,74.5322876,347.62133789,-1349.98583984,139.58921814,-107.50351715,-10224.83789063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122.53092194,85.59998322,-5588.15820313,84.38343048,210.79568481,-5590.54931641,135.2973175,-221.23979187,-2261.38623047,166.50749207,-16.13708687,-2451.71044922,175.51210022,17.45575142,1976.97216797,156.17973328,-180.44297791,1690.97338867,NaN,1.75230896028375,3.12539018999485
3.091666,109.63269043,257.28015137,-384.6461792,122.26257324,166.17127991,-3071.98413086,168.27973938,285.94195557,-6773.87353516,109.93215179,24.99466133,-682.26135254,77.30558014,348.78878784,-1949.44934082,137.3265686,-170.09767151,-6152.07617188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122.78439331,27.59857368,-6336.33789063,85.83888245,156.6162262,-5791.17285156,133.49397278,-220.77424622,502.37005615,165.33724976,-39.88785172,-3013.97167969,175.81733704,-11.6085825,2005.29162598,156.19805908,-169.85795593,7717.65234375,NaN,NaN,4.19495510172827
3.1,112.11089325,227.89186096,-1453.98242188,123.51519012,129.40957642,-1281.6217041,168.67886353,244.68203735,-8310.75585938,109.90396881,43.10036087,-859.75250244,79.80914307,330.00979614,-2995.95068359,134.70735168,-212.67976379,-1306.0637207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123.32558441,-64.9953537,-8648.59960938,87.2899704,92.23099518,-6057.65136719,131.94065857,-220.26170349,2100.35961914,NaN,NaN,NaN,177.00354004,-1.43142712,-1517.07373047,153.9385376,-18.93539619,11325.32714844,NaN,NaN,5.67125104381589
3.108333,114.22354126,209.99383545,-656.59997559,124.56988525,165.71199036,3309.98779297,172.72000122,238.78297424,-7262.07666016,110.61199951,55.95634842,-1677.47485352,83.10921478,298.72735596,-4619.71582031,131.96562195,-211.71922302,2756.70166016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122.80185699,-100.9732132,-9067.71484375,87.74501801,40.72540665,-5644.55957031,130.75717163,-189.48014832,2886.80175781,NaN,NaN,NaN,179.20527649,24.73510933,-3416.99853516,151.41317749,187.91001892,10863.73828125,NaN,NaN,6.43329962456418
3.116667,114.82130432,225.84939575,2855.94848633,124.5802536,143.24517822,4869.42285156,171.00004578,118.07648468,-10776.0390625,111.55008698,29.95071602,-3353.99682617,85.74435425,250.37059021,-5942.72216797,131.3129425,-153.93861389,5553.34277344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,121.02050781,-204.71238708,-10688.69726563,87.5861969,0.83229071,-4462.42089844,128.68232727,-143.0803833,3778.62646484,NaN,NaN,NaN,176.45353699,-26.85928535,-3524.54614258,152.10586548,311.79400635,4785.43554688,NaN,NaN,7.90451349087416
3.125,115.39896393,200.22874451,3667.90551758,125.8363266,260.45565796,9742.11523438,172.62956238,-2.63000488,-14290.00195313,112.49847412,-22.34604073,-4780.45654297,87.74760437,192.86401367,-6410.07324219,130.17167664,-71.51688385,6794.50976563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.21824646,-308.4515686,-12309.6796875,86.97930145,-41.69464493,-3547.07397461,126.59616852,-119.19838715,4263.74511719,NaN,NaN,NaN,177.20281982,-113.42011261,-4691.88232422,160.6427002,303.37191772,-7307.67431641,NaN,NaN,7.32046435515717
3.133333,118.36237335,301.05792236,8045.02148438,130.05157471,377.6661377,14614.80761719,NaN,NaN,NaN,111.7624054,-73.65700531,-4853.46435547,88.76576996,122.18843079,-6426.07177734,129.80821228,6.5293889,5623.74267578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.77877045,-52.47101212,-2795.73754883,126.58623505,-83.10196686,4090.42285156,NaN,NaN,NaN,175.33976746,-145.93476868,-5208.33398438,166.40126038,177.47972107,-17493.01757813,NaN,NaN,NaN
3.141666,121.97356415,401.88708496,12422.13769531,NaN,NaN,NaN,NaN,NaN,NaN,110.23396301,-134.48350525,-5021.59521484,89.07447815,71.54137421,-6312.60791016,129.73553467,51.1972084,2207.20263672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.45071411,-72.54547882,-2455.21240234,126.72589874,-48.32016373,4074.5703125,NaN,NaN,NaN,174.83937073,-168.33711243,-3700.88037109,168.01635742,-36.85913467,-20893.06445313,NaN,NaN,NaN
3.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108.3824234,-149.91304016,-3371.6472168,89.78723145,29.36416817,-5606.52539063,130.92192078,59.15100479,-1743.58496094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.43739319,-92.61994934,-2114.68725586,126.14094543,-13.5383606,4058.71777344,NaN,NaN,NaN,172.45184326,-190.73945618,-2193.42675781,161.02029419,-382.72463989,-26132.49804688,NaN,NaN,NaN
3.158333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.596138,-165.34257507,-1721.69921875,89.45552063,-12.81303787,-4900.44287109,132.48141479,15.41015816,-5429.58740234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,156.01116943,-501.6156311,-20859.68164063,NaN,NaN,NaN
3.166667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.75193787,-65.73181915,-8693.41601563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,152.41194153,-620.5065918,-15586.86523438,NaN,NaN,NaN
3.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.49424744,-142.00524902,-10259.85839844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.183333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.85552979,-245.60624695,-11506.76171875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.191666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.27895355,-349.20724487,-12753.66503906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.208333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.216666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
